f,ReportedAddress,CrossStreet,Town,State,concate,ReportedDate,Endingleakgrade,Endingleakgradenumber
304959,173 BEDFORD RD,,LINCOLN,MA,"173 BEDFORD RD LINCOLN, MA",8/24/2007,3,3
329621,176 TRAPELO RD,,LINCOLN,MA,"176 TRAPELO RD LINCOLN, MA",12/16/2009,3,3
303846,18 BEAVER POND RD,,LINCOLN,MA,"18 BEAVER POND RD LINCOLN, MA",8/15/2007,3,3
129240,185 LINCOLN RD,,LINCOLN,MA,"185 LINCOLN RD LINCOLN, MA",9/28/1998,3,3
43187,19 TRAPELO RD,,LINCOLN,MA,"19 TRAPELO RD LINCOLN, MA",4/27/1995,3,3
303839,2 OLD FARM RD,,LINCOLN,MA,"2 OLD FARM RD LINCOLN, MA",8/14/2007,3,3
303851,218 CONCORD RD,,LINCOLN,MA,"218 CONCORD RD LINCOLN, MA",8/17/2007,3,3
5336541,219 CONCORD RD,,LINCOLN,MA,"219 CONCORD RD LINCOLN, MA",8/6/2015,3,3
7341491,22 GOOSE POND RD,,LINCOLN,MA,"22 GOOSE POND RD LINCOLN, MA",1/19/2018,3,3
7327877,22 WELLS RD,,LINCOLN,MA,"22 WELLS RD LINCOLN, MA",7/22/2016,3,3
1439219,22 WESTON RD,,LINCOLN,MA,"22 WESTON RD LINCOLN, MA",12/4/2013,3,3
7330229,222 CONCORD RD,,LINCOLN,MA,"222 CONCORD RD LINCOLN, MA",11/12/2016,3,3
1438956,227 GREAT RD,,LINCOLN,MA,"227 GREAT RD LINCOLN, MA",10/25/2013,3,3
2824065,244 CONCORD RD,,LINCOLN,MA,"244 CONCORD RD LINCOLN, MA",10/17/2014,3,3
303848,248 GREAT RD,,LINCOLN,MA,"248 GREAT RD LINCOLN, MA",8/17/2007,3,3
7328179,257 CONCORD RD,,LINCOLN,MA,"257 CONCORD RD LINCOLN, MA",8/9/2016,3,3
4630969,28 OLD SUDBURY RD,,LINCOLN,MA,"28 OLD SUDBURY RD LINCOLN, MA",6/22/2015,3,3
7328331,3 WHEELER RD,,LINCOLN,MA,"3 WHEELER RD LINCOLN, MA",8/17/2016,3,3
7333997,31 BOYCE FARM RD,,LINCOLN,MA,"31 BOYCE FARM RD LINCOLN, MA",4/13/2017,3,3
338422,32 TOWER RD,,LINCOLN,MA,"32 TOWER RD LINCOLN, MA",10/14/2010,3,3
1117101,33 BEAVER POND RD,,LINCOLN,MA,"33 BEAVER POND RD LINCOLN, MA",1/18/2013,3,3
43183,33 WINTER ST,,LINCOLN,MA,"33 WINTER ST LINCOLN, MA",1/9/1995,3,3
7329181,34 CAMBRIDGE TPKE,,LINCOLN,MA,"34 CAMBRIDGE TPKE LINCOLN, MA",8/4/2016,3,3
264944,34 OLD SUDBURY RD,,LINCOLN,MA,"34 OLD SUDBURY RD LINCOLN, MA",8/30/2004,3,3
4118862,35 SANDY POND RD,,LINCOLN,MA,"35 SANDY POND RD LINCOLN, MA",4/29/2015,3,3
7349669,39 DEERHAVEN RD,,LINCOLN,MA,"39 DEERHAVEN RD LINCOLN, MA",12/15/2018,3,3
6590167,44 PAGE RD,,LINCOLN,MA,"44 PAGE RD LINCOLN, MA",9/16/2015,3,3
7328189,47 OLD SUDBURY RD,,LINCOLN,MA,"47 OLD SUDBURY RD LINCOLN, MA",7/28/2016,3,3
284631,48 CONANT RD,,LINCOLN,MA,"48 CONANT RD LINCOLN, MA",11/23/2005,3,3
323212,5 OLD CAMBRIDGE TPKE,,LINCOLN,MA,"5 OLD CAMBRIDGE TPKE LINCOLN, MA",4/2/2009,3,3
155643,51 OLD CONCORD RD,,LINCOLN,MA,"51 OLD CONCORD RD LINCOLN, MA",9/13/1999,3,3
7328271,53 BEDFORD RD,,LINCOLN,MA,"53 BEDFORD RD LINCOLN, MA",8/17/2016,3,3
3566150,56 ROUND HILL RD,,LINCOLN,MA,"56 ROUND HILL RD LINCOLN, MA",3/28/2015,3,3
7328306,6 BLUEBERRY LN,,LINCOLN,MA,"6 BLUEBERRY LN LINCOLN, MA",8/18/2016,3,3
2908935,60 LINCOLN RD,,LINCOLN,MA,"60 LINCOLN RD LINCOLN, MA",2/11/2015,3,3
3956189,8 BEDFORD RD,,LINCOLN,MA,"8 BEDFORD RD LINCOLN, MA",5/3/2015,3,3
338983,8 SHORT HILL RD,,LINCOLN,MA,"8 SHORT HILL RD LINCOLN, MA",10/28/2010,3,3
7327749,83 LINCOLN RD,,LINCOLN,MA,"83 LINCOLN RD LINCOLN, MA",7/21/2016,3,3
693068,83 TOWER RD,,LINCOLN,MA,"83 TOWER RD LINCOLN, MA",1/1/2012,3,3
338739,9 JUNIPER RIDGE RD,,LINCOLN,MA,"9 JUNIPER RIDGE RD LINCOLN, MA",10/22/2010,3,3
7327747,96 CONCORD RD,,LINCOLN,MA,"96 CONCORD RD LINCOLN, MA",7/20/2016,3,3
7328192,98 CODMAN RD,,LINCOLN,MA,"98 CODMAN RD LINCOLN, MA",7/22/2016,3,3
1355794, BIRCH RD, WASHINGTON DR,LITTLETON,MA," BIRCH RD LITTLETON, MA",5/13/2009,3,3
7326743, FORT POND HILL RD, NEWTOWN RD,LITTLETON,MA," FORT POND HILL RD LITTLETON, MA",3/12/2016,3,3
232096, HARWOOD AV, COLONIAL DR,LITTLETON,MA," HARWOOD AV LITTLETON, MA",6/27/2002,3,3
3966789, KING ST, MURRAY PARK RD,LITTLETON,MA," KING ST LITTLETON, MA",5/3/2015,3,3
7334706, KING ST, I 495 ,LITTLETON,MA," KING ST LITTLETON, MA",5/27/2017,3,3
261134, MIDDLESEX DR, GOLDSMITH ST,LITTLETON,MA," MIDDLESEX DR LITTLETON, MA",6/4/2004,3,3
269232,1 GRIST MILL RD,,LITTLETON,MA,"1 GRIST MILL RD LITTLETON, MA",12/3/2004,3,3
7326196,10 LAURA ST,,LITTLETON,MA,"10 LAURA ST LITTLETON, MA",10/14/2013,3,3
7323439,135 FOSTER ST,,LITTLETON,MA,"135 FOSTER ST LITTLETON, MA",1/28/2016,3,3
1631958,146 TAHATTAWAN RD,,LITTLETON,MA,"146 TAHATTAWAN RD LITTLETON, MA",4/7/2014,3,3
1636849,15 COUNTRYSIDE RD,,LITTLETON,MA,"15 COUNTRYSIDE RD LITTLETON, MA",5/1/2014,3,3
313651,150 AYER RD,,LITTLETON,MA,"150 AYER RD LITTLETON, MA",8/5/2008,3,3
7334403,169 KING ST,,LITTLETON,MA,"169 KING ST LITTLETON, MA",5/6/2017,3,3
7325191,18 HARWOOD AVE,,LITTLETON,MA,"18 HARWOOD AVE LITTLETON, MA",4/11/2016,3,3
282429,18 RUSSELL ST,,LITTLETON,MA,"18 RUSSELL ST LITTLETON, MA",10/31/2005,3,3
1644775,187 HARWOOD AVE,,LITTLETON,MA,"187 HARWOOD AVE LITTLETON, MA",5/13/2014,3,3
7332293,19 MIDDLESEX DR,,LITTLETON,MA,"19 MIDDLESEX DR LITTLETON, MA",2/26/2017,3,3
269237,192 TAHATTAWAN RD,,LITTLETON,MA,"192 TAHATTAWAN RD LITTLETON, MA",12/2/2004,3,3
93524,194 AYER RD,,LITTLETON,MA,"194 AYER RD LITTLETON, MA",4/22/1994,3,3
1355908,2 HARWOOD AVE,,LITTLETON,MA,"2 HARWOOD AVE LITTLETON, MA",3/24/2010,3,3
7332657,22 KING ST,,LITTLETON,MA,"22 KING ST LITTLETON, MA",3/19/2017,3,3
1355822,23 GOLDSMITH ST,,LITTLETON,MA,"23 GOLDSMITH ST LITTLETON, MA",12/7/2009,3,3
3754376,23 MIDDLESEX DR,,LITTLETON,MA,"23 MIDDLESEX DR LITTLETON, MA",9/30/2014,3,3
7326190,25 JENNIFER ST,,LITTLETON,MA,"25 JENNIFER ST LITTLETON, MA",4/20/2010,3,3
3753899,26 HARWOOD AVE,,LITTLETON,MA,"26 HARWOOD AVE LITTLETON, MA",10/3/2014,3,3
7335191,265 FOSTER ST,,LITTLETON,MA,"265 FOSTER ST LITTLETON, MA",5/31/2017,3,3
156547,278 GREAT RD,,LITTLETON,MA,"278 GREAT RD LITTLETON, MA",10/8/1999,3,3
7348798,3 ADAMS ST,,LITTLETON,MA,"3 ADAMS ST LITTLETON, MA",11/5/2018,2A,2
7324611,3 PARK DR,,LITTLETON,MA,"3 PARK DR LITTLETON, MA",4/1/2016,3,3
232097,300 TAHATTAWAN RD,,LITTLETON,MA,"300 TAHATTAWAN RD LITTLETON, MA",6/27/2002,3,3
7322174,32 HARTWELL AVE,,LITTLETON,MA,"32 HARTWELL AVE LITTLETON, MA",10/12/2015,3,3
159223,40 SHAKER LN,,LITTLETON,MA,"40 SHAKER LN LITTLETON, MA",10/25/1999,3,3
7339066,47 MILL RD,,LITTLETON,MA,"47 MILL RD LITTLETON, MA",10/6/2017,3,3
1355897,49 GRIST MILL RD,,LITTLETON,MA,"49 GRIST MILL RD LITTLETON, MA",5/12/2009,3,3
232408,5 LINCOLN DR,,LITTLETON,MA,"5 LINCOLN DR LITTLETON, MA",7/3/2002,3,3
1391980,51 FOSTER ST,,LITTLETON,MA,"51 FOSTER ST LITTLETON, MA",3/27/2013,3,3
232078,55 FOSTER ST,,LITTLETON,MA,"55 FOSTER ST LITTLETON, MA",6/26/2002,3,3
232094,568 NEWTOWN RD,,LITTLETON,MA,"568 NEWTOWN RD LITTLETON, MA",6/27/2002,3,3
152980,609 NEWTOWN RD,,LITTLETON,MA,"609 NEWTOWN RD LITTLETON, MA",7/12/1999,3,3
3746378,7 ROGERS ST,,LITTLETON,MA,"7 ROGERS ST LITTLETON, MA",10/16/2014,3,3
280690,OPP FOSTER ST,,LITTLETON,MA,"OPP FOSTER ST LITTLETON, MA",10/17/2005,3,3
157354,OPP KING ST,,LITTLETON,MA,"OPP KING ST LITTLETON, MA",11/5/1999,3,3
279896,opp MIDDLESEX DR,,LITTLETON,MA,"opp MIDDLESEX DR LITTLETON, MA",9/13/2005,3,3
210585,POLE MIDDLESEX DR,,LITTLETON,MA,"POLE MIDDLESEX DR LITTLETON, MA",10/31/2000,3,3
7340822,40 BRUNSWICK ST,,LOWELL,MA,"40 BRUNSWICK ST LOWELL, MA",1/10/2018,1,1
7340211,54 PENTUCKET AVE,,LOWELL,MA,"54 PENTUCKET AVE LOWELL, MA",12/11/2017,1,1
277811, WEATHERBEE ST, BAKER ST,LUNENBURG,MA," WEATHERBEE ST LUNENBURG, MA",8/3/2005,3,3
269331, BOSTON ST, MALL ST,LYNN,MA," BOSTON ST LYNN, MA",12/7/2004,3,3
7325106, BROADWAY , PARKLAND AVE,LYNN,MA," BROADWAY  LYNN, MA",4/17/2016,3,3
3046554, GROVE ST, FOREST ST,LYNN,MA," GROVE ST LYNN, MA",2/28/2015,3,3
7338558, JUDGE RD, BRIDLE PATH RD,LYNN,MA," JUDGE RD LYNN, MA",9/27/2017,1,1
305651, OXFORD ST, ALMONT ST,LYNN,MA," OXFORD ST LYNN, MA",10/24/2007,3,3
305650, STEWART ST, ESSEX ST,LYNN,MA," STEWART ST LYNN, MA",10/24/2007,3,3
7331096,1 CLARNER RD,,LYNN,MA,"1 CLARNER RD LYNN, MA",3/8/2016,3,3
7346678,10 ROCKAWAY ST,,LYNN,MA,"10 ROCKAWAY ST LYNN, MA",8/30/2018,3,3
7334654,100 MARINE BLVD,,LYNN,MA,"100 MARINE BLVD LYNN, MA",5/23/2017,3,3
7331089,103 PARKLAND AVE,,LYNN,MA,"103 PARKLAND AVE LYNN, MA",3/23/2016,3,3
7335852,107 EASTERN AVE,,LYNN,MA,"107 EASTERN AVE LYNN, MA",6/29/2017,3,3
7347372,11 GERTRUDE ST,,LYNN,MA,"11 GERTRUDE ST LYNN, MA",9/25/2018,3,3
7324081,11 ROCKAWAY ST,,LYNN,MA,"11 ROCKAWAY ST LYNN, MA",3/10/2016,3,3
6437671,11 UPHILL LN,,LYNN,MA,"11 UPHILL LN LYNN, MA",9/28/2015,3,3
7321911,111 LOCUST ST,,LYNN,MA,"111 LOCUST ST LYNN, MA",11/28/2015,3,3
234032,112 NEW PARK ST,,LYNN,MA,"112 NEW PARK ST LYNN, MA",8/13/2002,3,3
7335516,115 KERNWOOD DR,,LYNN,MA,"115 KERNWOOD DR LYNN, MA",6/21/2017,3,3
7335728,118 LAKEVIEW AVE,,LYNN,MA,"118 LAKEVIEW AVE LYNN, MA",6/27/2017,3,3
7334883,12 GARDINER ST,,LYNN,MA,"12 GARDINER ST LYNN, MA",6/2/2017,3,3
7346843,123 GROVE ST,,LYNN,MA,"123 GROVE ST LYNN, MA",8/31/2018,3,3
7340245,127 GROVE ST,,LYNN,MA,"127 GROVE ST LYNN, MA",12/12/2017,3,3
234818,13 GEORGE ST,,LYNN,MA,"13 GEORGE ST LYNN, MA",8/26/2002,3,3
7336266,14 MAYFAIR ST,,LYNN,MA,"14 MAYFAIR ST LYNN, MA",7/14/2017,3,3
1001229,14 MENLO AVE,,LYNN,MA,"14 MENLO AVE LYNN, MA",9/13/2012,3,3
6318884,141 BELLEVUE RD,,LYNN,MA,"141 BELLEVUE RD LYNN, MA",9/24/2015,3,3
7349221,148 PLEASANT ST,,LYNN,MA,"148 PLEASANT ST LYNN, MA",11/29/2018,3,3
5070783,15 SUNNYSIDE RD,,LYNN,MA,"15 SUNNYSIDE RD LYNN, MA",7/15/2015,3,3
1349870,15 TEMPLE PL,,LYNN,MA,"15 TEMPLE PL LYNN, MA",9/6/2013,3,3
1669624,151 WALNUT ST,,LYNN,MA,"151 WALNUT ST LYNN, MA",5/30/2014,3,3
7338967,16 EMERALD DR,,LYNN,MA,"16 EMERALD DR LYNN, MA",10/12/2017,3,3
7336287,16 EUCLID AVE,,LYNN,MA,"16 EUCLID AVE LYNN, MA",7/17/2017,3,3
7336459,16 LEE CT,,LYNN,MA,"16 LEE CT LYNN, MA",7/21/2017,3,3
7343388,16 MINOT ST,,LYNN,MA,"16 MINOT ST LYNN, MA",7/26/2007,3,3
7335819,16 VICTORY RD,,LYNN,MA,"16 VICTORY RD LYNN, MA",6/28/2017,3,3
7335371,165 WOODLAWN ST,,LYNN,MA,"165 WOODLAWN ST LYNN, MA",6/15/2017,3,3
7331069,17 LAKEVIEW AVE,,LYNN,MA,"17 LAKEVIEW AVE LYNN, MA",3/4/2016,3,3
7334723,17 LYNNWAY ,,LYNN,MA,"17 LYNNWAY  LYNN, MA",5/26/2017,3,3
7334877,17 WAVE ST,,LYNN,MA,"17 WAVE ST LYNN, MA",6/1/2017,3,3
7331081,18 ANCHOR RD,,LYNN,MA,"18 ANCHOR RD LYNN, MA",3/4/2016,3,3
7332262,18 GREAT WOODS TER,,LYNN,MA,"18 GREAT WOODS TER LYNN, MA",2/23/2017,3,3
7324947,18 MOFFETT RD,,LYNN,MA,"18 MOFFETT RD LYNN, MA",3/24/2016,3,3
7334801,18 PERLEY ST,,LYNN,MA,"18 PERLEY ST LYNN, MA",5/31/2017,3,3
7336322,19 ARBOR ST,,LYNN,MA,"19 ARBOR ST LYNN, MA",7/18/2017,3,3
7342292,19 BULFINCH RD,,LYNN,MA,"19 BULFINCH RD LYNN, MA",3/7/2018,3,3
1671414,19 GERTRUDE ST,,LYNN,MA,"19 GERTRUDE ST LYNN, MA",6/19/2014,3,3
7331082,19 HARRIS RD,,LYNN,MA,"19 HARRIS RD LYNN, MA",3/7/2016,3,3
337667,190 LOCUST ST,,LYNN,MA,"190 LOCUST ST LYNN, MA",9/13/2010,3,3
41527,198 FAYS AV,,LYNN,MA,"198 FAYS AV LYNN, MA",12/20/1992,3,3
1638837,2 FRENCH ST,,LYNN,MA,"2 FRENCH ST LYNN, MA",5/9/2014,3,3
7336014,20 MOUNTAIN AVE,,LYNN,MA,"20 MOUNTAIN AVE LYNN, MA",7/7/2017,3,3
7334878,20 THORPE RD,,LYNN,MA,"20 THORPE RD LYNN, MA",6/1/2017,3,3
7339354,205 ESSEX ST,,LYNN,MA,"205 ESSEX ST LYNN, MA",10/5/2017,3,3
1697577,210 MARKET ST,,LYNN,MA,"210 MARKET ST LYNN, MA",6/25/2014,3,3
4508779,212 BROAD ST,,LYNN,MA,"212 BROAD ST LYNN, MA",6/5/2015,3,3
7335142,22 MALL ST,,LYNN,MA,"22 MALL ST LYNN, MA",6/9/2017,3,3
7336240,221 JENNESS ST,,LYNN,MA,"221 JENNESS ST LYNN, MA",7/13/2017,3,3
1608339,24 ALLEN AVE,,LYNN,MA,"24 ALLEN AVE LYNN, MA",4/15/2014,3,3
277342,24 ARLINGTON ST,,LYNN,MA,"24 ARLINGTON ST LYNN, MA",7/21/2005,3,3
7336288,24 CLAIRMONT ST,,LYNN,MA,"24 CLAIRMONT ST LYNN, MA",7/17/2017,3,3
7324948,24 FOREST HILL AVE,,LYNN,MA,"24 FOREST HILL AVE LYNN, MA",3/24/2016,3,3
1643612,240 BROADWAY ,,LYNN,MA,"240 BROADWAY  LYNN, MA",5/7/2014,3,3
1662441,246 OXFORD ST,,LYNN,MA,"246 OXFORD ST LYNN, MA",6/11/2014,3,3
7331134,248 DEN QUARRY RD,,LYNN,MA,"248 DEN QUARRY RD LYNN, MA",3/7/2016,3,3
7349646,25 FOREST HILL AVE,,LYNN,MA,"25 FOREST HILL AVE LYNN, MA",12/17/2018,3,3
156913,25 ROANOKE ST,,LYNN,MA,"25 ROANOKE ST LYNN, MA",10/25/1999,3,3
7325026,26 THORPE RD,,LYNN,MA,"26 THORPE RD LYNN, MA",4/25/2016,3,3
7328260,27 COOK ST,,LYNN,MA,"27 COOK ST LYNN, MA",8/16/2016,3,3
427704,27 DEER COVE ST,,LYNN,MA,"27 DEER COVE ST LYNN, MA",9/14/2011,3,3
7335578,272 LYNNFIELD ST,,LYNN,MA,"272 LYNNFIELD ST LYNN, MA",6/22/2017,3,3
7331138,28 DEN QUARRY RD,,LYNN,MA,"28 DEN QUARRY RD LYNN, MA",3/7/2016,3,3
41642,284 CHATHAM ST,,LYNN,MA,"284 CHATHAM ST LYNN, MA",10/24/1994,3,3
1671410,29 GAGE ST,,LYNN,MA,"29 GAGE ST LYNN, MA",6/19/2014,3,3
7342912,29 LAKEVIEW AVE,,LYNN,MA,"29 LAKEVIEW AVE LYNN, MA",4/10/2018,3,3
7330287,3 BRADFORD RD,,LYNN,MA,"3 BRADFORD RD LYNN, MA",11/20/2016,3,3
1665199,3 CANAL ST,,LYNN,MA,"3 CANAL ST LYNN, MA",6/10/2014,3,3
7335575,3 FAIR OAKS AVE,,LYNN,MA,"3 FAIR OAKS AVE LYNN, MA",6/22/2017,3,3
1637909,3 SPARHAWK RD,,LYNN,MA,"3 SPARHAWK RD LYNN, MA",5/14/2014,3,3
569946,30 ESTES ST,,LYNN,MA,"30 ESTES ST LYNN, MA",10/11/2011,3,3
7335331,30 LOVERS LEAP AVE,,LYNN,MA,"30 LOVERS LEAP AVE LYNN, MA",6/14/2017,3,3
7322760,30 REVERE AVE,,LYNN,MA,"30 REVERE AVE LYNN, MA",1/9/2016,3,3
7334088,30 SIGOURNEY ST,,LYNN,MA,"30 SIGOURNEY ST LYNN, MA",5/8/2017,3,3
7335947,326 ESSEX ST,,LYNN,MA,"326 ESSEX ST LYNN, MA",6/30/2017,3,3
1649492,335 BROADWAY ,,LYNN,MA,"335 BROADWAY  LYNN, MA",5/21/2014,3,3
7328487,34 SADLER ST,,LYNN,MA,"34 SADLER ST LYNN, MA",8/9/2016,3,3
7344902,346 BOSTON ST,,LYNN,MA,"346 BOSTON ST LYNN, MA",6/14/2018,3,3
7335567,358 WALNUT ST,,LYNN,MA,"358 WALNUT ST LYNN, MA",6/22/2017,3,3
289144,36 MARKET ST,,LYNN,MA,"36 MARKET ST LYNN, MA",6/5/2006,3,3
7327255,36 RADDINS GROVE AVE,,LYNN,MA,"36 RADDINS GROVE AVE LYNN, MA",6/30/2016,3,3
157066,368 SUMMER ST,,LYNN,MA,"368 SUMMER ST LYNN, MA",10/27/1999,3,3
7336817,37 ELVIR ST,,LYNN,MA,"37 ELVIR ST LYNN, MA",8/1/2017,3,3
7335090,39 GOLDTHWAIT ST,,LYNN,MA,"39 GOLDTHWAIT ST LYNN, MA",6/8/2017,3,3
7334092,4 BONAVESTA TER,,LYNN,MA,"4 BONAVESTA TER LYNN, MA",5/8/2017,3,3
7334499,4 CLEVELAND ST,,LYNN,MA,"4 CLEVELAND ST LYNN, MA",5/18/2017,3,3
7348168,415 LYNNWAY ,,LYNN,MA,"415 LYNNWAY  LYNN, MA",10/23/2018,3,3
7345545,43 ATLANTIC TER,,LYNN,MA,"43 ATLANTIC TER LYNN, MA",6/9/2018,3,3
7322679,43 DAYTONA RD,,LYNN,MA,"43 DAYTONA RD LYNN, MA",1/12/2016,3,3
7331080,43 EDGEMERE RD,,LYNN,MA,"43 EDGEMERE RD LYNN, MA",3/4/2016,3,3
7335566,430 BROADWAY ,,LYNN,MA,"430 BROADWAY  LYNN, MA",6/22/2017,3,3
340811,434 LYNNFIELD ST,,LYNN,MA,"434 LYNNFIELD ST LYNN, MA",1/13/2011,3,3
7349443,438 LYNNWAY ,,LYNN,MA,"438 LYNNWAY  LYNN, MA",12/11/2018,2A,2
7343654,44 MYRTLE ST,,LYNN,MA,"44 MYRTLE ST LYNN, MA",5/2/2018,3,3
236305,440 LYNNWAY ,,LYNN,MA,"440 LYNNWAY  LYNN, MA",10/3/2002,3,3
311102,46 WESTERN AVE,,LYNN,MA,"46 WESTERN AVE LYNN, MA",6/2/2008,3,3
4876401,46 WHITTIER ST,,LYNN,MA,"46 WHITTIER ST LYNN, MA",7/17/2015,3,3
152351,460 WALNUT ST,,LYNN,MA,"460 WALNUT ST LYNN, MA",6/28/1999,3,3
244368,47 KESLAR AV,,LYNN,MA,"47 KESLAR AV LYNN, MA",3/27/2003,3,3
7341849,480 LYNNWAY ,,LYNN,MA,"480 LYNNWAY  LYNN, MA",2/14/2018,2,2
7328490,49 FALLS ST,,LYNN,MA,"49 FALLS ST LYNN, MA",8/9/2016,3,3
7334616,499 BOSTON ST,,LYNN,MA,"499 BOSTON ST LYNN, MA",5/24/2017,3,3
7331068,5 SHERBROOK PL,,LYNN,MA,"5 SHERBROOK PL LYNN, MA",3/9/2016,3,3
7348966,50 HACKER RD,,LYNN,MA,"50 HACKER RD LYNN, MA",11/24/2018,3,3
7342926,50 NEWHALL ST,,LYNN,MA,"50 NEWHALL ST LYNN, MA",4/11/2018,3,3
7346545,51 TAYLOR RD,,LYNN,MA,"51 TAYLOR RD LYNN, MA",8/25/2018,3,3
41673,517 ESSEX ST,,LYNN,MA,"517 ESSEX ST LYNN, MA",10/4/1993,3,3
1671426,52 GRANT ST,,LYNN,MA,"52 GRANT ST LYNN, MA",6/19/2014,3,3
1638900,52 MOFFETT RD,,LYNN,MA,"52 MOFFETT RD LYNN, MA",5/9/2014,3,3
230720,520 LYNNFIELD ST,,LYNN,MA,"520 LYNNFIELD ST LYNN, MA",5/21/2002,3,3
4195427,528 SUMMER ST,,LYNN,MA,"528 SUMMER ST LYNN, MA",5/20/2015,3,3
1602385,53 ALLEN AVE,,LYNN,MA,"53 ALLEN AVE LYNN, MA",4/14/2014,3,3
1670481,535 LYNNWAY ,,LYNN,MA,"535 LYNNWAY  LYNN, MA",6/18/2014,3,3
7343659,54 MYRTLE ST,,LYNN,MA,"54 MYRTLE ST LYNN, MA",5/2/2018,3,3
231922,54 WESTERN AV,,LYNN,MA,"54 WESTERN AV LYNN, MA",6/21/2002,3,3
7334618,56 HOLLY AVE,,LYNN,MA,"56 HOLLY AVE LYNN, MA",5/22/2017,3,3
7323605,57 BRIAR HILL DR,,LYNN,MA,"57 BRIAR HILL DR LYNN, MA",2/10/2016,3,3
7331100,57 SUTCLIFFE RD,,LYNN,MA,"57 SUTCLIFFE RD LYNN, MA",3/8/2016,3,3
1418341,58 FELLSMERE ST,,LYNN,MA,"58 FELLSMERE ST LYNN, MA",10/23/2013,3,3
1753370,59 SUPERIOR ST,,LYNN,MA,"59 SUPERIOR ST LYNN, MA",6/9/2014,3,3
7331133,6 MICHIGAN AVE,,LYNN,MA,"6 MICHIGAN AVE LYNN, MA",3/11/2016,3,3
7335373,61 ONTARIO ST,,LYNN,MA,"61 ONTARIO ST LYNN, MA",6/15/2017,3,3
1643793,63 CLIFF ST,,LYNN,MA,"63 CLIFF ST LYNN, MA",5/21/2014,3,3
1726442,64 MYRTLE ST,,LYNN,MA,"64 MYRTLE ST LYNN, MA",5/22/2014,3,3
7335451,64 TUCKER ST,,LYNN,MA,"64 TUCKER ST LYNN, MA",6/19/2017,3,3
7335851,65 MEMORIAL PARK AVE,,LYNN,MA,"65 MEMORIAL PARK AVE LYNN, MA",6/29/2017,3,3
7341909,65 WALNUT PIKE,,LYNN,MA,"65 WALNUT PIKE LYNN, MA",2/16/2018,3,3
335342,656 WALNUT ST,,LYNN,MA,"656 WALNUT ST LYNN, MA",7/13/2010,3,3
234812,66 VINE ST,,LYNN,MA,"66 VINE ST LYNN, MA",8/26/2002,3,3
7341824,66 WALNUT PIKE,,LYNN,MA,"66 WALNUT PIKE LYNN, MA",2/14/2018,3,3
41650,7 FALLS ST,,LYNN,MA,"7 FALLS ST LYNN, MA",8/11/1994,3,3
7343119,7 PRESIDENT TER,,LYNN,MA,"7 PRESIDENT TER LYNN, MA",4/17/2018,3,3
7323782,73 BELLEAIRE AVE,,LYNN,MA,"73 BELLEAIRE AVE LYNN, MA",3/3/2016,3,3
7336398,739 BOSTON ST,,LYNN,MA,"739 BOSTON ST LYNN, MA",7/20/2017,3,3
275909,75 RICHARDSON RD,,LYNN,MA,"75 RICHARDSON RD LYNN, MA",6/22/2005,3,3
7336396,754 BOSTON ST,,LYNN,MA,"754 BOSTON ST LYNN, MA",7/20/2017,3,3
1655976,77 COPELAND RD,,LYNN,MA,"77 COPELAND RD LYNN, MA",6/2/2014,3,3
7343658,77 MYRTLE ST,,LYNN,MA,"77 MYRTLE ST LYNN, MA",5/2/2018,3,3
276810,8 BLAKELEY ST,,LYNN,MA,"8 BLAKELEY ST LYNN, MA",7/12/2005,3,3
7339427,8 OAK ST,,LYNN,MA,"8 OAK ST LYNN, MA",11/1/2017,3,3
1674915,8 TAPLEY ST,,LYNN,MA,"8 TAPLEY ST LYNN, MA",6/18/2014,3,3
7337845,81 HAWTHORNE ST,,LYNN,MA,"81 HAWTHORNE ST LYNN, MA",8/18/2017,3,3
7336536,836 LYNNFIELD ST,,LYNN,MA,"836 LYNNFIELD ST LYNN, MA",7/26/2017,3,3
5859471,86 COMMON ST,,LYNN,MA,"86 COMMON ST LYNN, MA",9/9/2015,3,3
7334613,86 MALL ST,,LYNN,MA,"86 MALL ST LYNN, MA",5/24/2017,3,3
1638924,9 FLORENCE ST,,LYNN,MA,"9 FLORENCE ST LYNN, MA",5/14/2014,3,3
267267,9 SAUNDERS RD,,LYNN,MA,"9 SAUNDERS RD LYNN, MA",10/6/2004,3,3
948051,90 FARRELL RD,,LYNN,MA,"90 FARRELL RD LYNN, MA",6/12/2012,3,3
1024310,91 PARKLAND AVE,,LYNN,MA,"91 PARKLAND AVE LYNN, MA",9/12/2012,3,3
7336399,917 LYNNFIELD ST,,LYNN,MA,"917 LYNNFIELD ST LYNN, MA",7/20/2017,3,3
4195536,921 WESTERN AVE,,LYNN,MA,"921 WESTERN AVE LYNN, MA",5/20/2015,3,3
253054,927 WESTERN AV,,LYNN,MA,"927 WESTERN AV LYNN, MA",10/31/2003,3,3
7335370,95 GRANT ST,,LYNN,MA,"95 GRANT ST LYNN, MA",6/15/2017,3,3
1349866,95 LAUREL ST,,LYNN,MA,"95 LAUREL ST LYNN, MA",9/6/2013,3,3
7335729,95 WOODLAWN ST,,LYNN,MA,"95 WOODLAWN ST LYNN, MA",6/25/2017,3,3
234895,953 WESTERN AV,,LYNN,MA,"953 WESTERN AV LYNN, MA",8/28/2002,3,3
