f,ReportedAddress,CrossStreet,Town,State,concate,ReportedDate,Endingleakgrade,Endingleakgradenumber
2001334,159 MAPLE ST,,DANVERS,MA,"159 MAPLE ST DANVERS, MA",11/3/2014,3,3
6748088,16 BRAMAN ST,,DANVERS,MA,"16 BRAMAN ST DANVERS, MA",10/7/2015,3,3
7101783,16 WINTHROP ST,,DANVERS,MA,"16 WINTHROP ST DANVERS, MA",10/24/2015,3,3
1710875,17 CONANT ST,,DANVERS,MA,"17 CONANT ST DANVERS, MA",7/25/2014,3,3
335141,17 HOBART ST,,DANVERS,MA,"17 HOBART ST DANVERS, MA",7/7/2010,3,3
7349278,18 CHERRY ST,,DANVERS,MA,"18 CHERRY ST DANVERS, MA",12/1/2018,3,3
7342431,194 ENDICOTT ST,,DANVERS,MA,"194 ENDICOTT ST DANVERS, MA",3/17/2018,3,3
1671169,2 POND ST,,DANVERS,MA,"2 POND ST DANVERS, MA",6/16/2014,3,3
7328090,21 SENECA DR,,DANVERS,MA,"21 SENECA DR DANVERS, MA",8/5/2016,3,3
336870,22 BROAD ST,,DANVERS,MA,"22 BROAD ST DANVERS, MA",7/13/2010,3,3
7329449,22 RESERVOIR DR,,DANVERS,MA,"22 RESERVOIR DR DANVERS, MA",10/6/2016,3,3
149415,22 STRAWBERRY HILL LN,,DANVERS,MA,"22 STRAWBERRY HILL LN DANVERS, MA",5/3/1999,3,3
1777319,222 MAPLE ST,,DANVERS,MA,"222 MAPLE ST DANVERS, MA",10/24/2014,3,3
338007,24 ASH ST,,DANVERS,MA,"24 ASH ST DANVERS, MA",9/30/2010,3,3
7331996,25 CONANT ST,,DANVERS,MA,"25 CONANT ST DANVERS, MA",2/12/2017,3,3
7337841,25 WADSWORTH ST,,DANVERS,MA,"25 WADSWORTH ST DANVERS, MA",8/18/2017,3,3
7327766,27 ASH ST,,DANVERS,MA,"27 ASH ST DANVERS, MA",7/22/2016,3,3
7327426,283 MAPLE ST,,DANVERS,MA,"283 MAPLE ST DANVERS, MA",7/11/2016,3,3
7333167,29 ELLIOTT ST,,DANVERS,MA,"29 ELLIOTT ST DANVERS, MA",4/10/2017,3,3
7328491,3 IROQUOIS RD,,DANVERS,MA,"3 IROQUOIS RD DANVERS, MA",8/17/2016,3,3
212644,3 PEACH TREE LN,,DANVERS,MA,"3 PEACH TREE LN DANVERS, MA",1/19/2001,3,3
264585,30 ENDICOTT ST,,DANVERS,MA,"30 ENDICOTT ST DANVERS, MA",8/16/2004,3,3
7327838,30 SYLVAN ST,,DANVERS,MA,"30 SYLVAN ST DANVERS, MA",7/25/2016,3,3
7327710,30 WATER ST,,DANVERS,MA,"30 WATER ST DANVERS, MA",7/20/2016,3,3
7333260,301 NEWBURY ST,,DANVERS,MA,"301 NEWBURY ST DANVERS, MA",4/12/2017,3,3
7327428,322 MAPLE ST,,DANVERS,MA,"322 MAPLE ST DANVERS, MA",7/11/2016,3,3
7327863,33 BURROUGHS ST,,DANVERS,MA,"33 BURROUGHS ST DANVERS, MA",7/26/2016,3,3
7327960,4 BRAMAN ST,,DANVERS,MA,"4 BRAMAN ST DANVERS, MA",8/1/2016,3,3
335643,4 JOHN ST,,DANVERS,MA,"4 JOHN ST DANVERS, MA",7/23/2010,3,3
348466,4 RALPH RD,,DANVERS,MA,"4 RALPH RD DANVERS, MA",7/5/2011,3,3
7326299,40 CONANT ST,,DANVERS,MA,"40 CONANT ST DANVERS, MA",5/27/2016,3,3
337269,464 MAPLE ST,,DANVERS,MA,"464 MAPLE ST DANVERS, MA",9/2/2010,3,3
974261,47 ELM ST,,DANVERS,MA,"47 ELM ST DANVERS, MA",8/24/2012,3,3
303720,5 ALDEN ST,,DANVERS,MA,"5 ALDEN ST DANVERS, MA",8/21/2007,3,3
336445,5 BRAMAN ST,,DANVERS,MA,"5 BRAMAN ST DANVERS, MA",8/17/2010,3,3
1763848,52 PICKERING ST,,DANVERS,MA,"52 PICKERING ST DANVERS, MA",10/8/2014,3,3
7327303,55 SUMMER ST,,DANVERS,MA,"55 SUMMER ST DANVERS, MA",7/8/2016,3,3
320412,57 SYLVAN ST,,DANVERS,MA,"57 SYLVAN ST DANVERS, MA",3/14/2009,3,3
7322941,57 SYLVAN ST,,DANVERS,MA,"57 SYLVAN ST DANVERS, MA",6/24/2015,3,3
7341506,6 CENTRE ST,,DANVERS,MA,"6 CENTRE ST DANVERS, MA",1/27/2018,3,3
7333551,6 CRANE ST,,DANVERS,MA,"6 CRANE ST DANVERS, MA",4/17/2017,3,3
7327765,6 MOUNT CARMEL RD,,DANVERS,MA,"6 MOUNT CARMEL RD DANVERS, MA",7/15/2016,3,3
7349381,61 LINDALL ST,,DANVERS,MA,"61 LINDALL ST DANVERS, MA",12/5/2018,3,3
7327306,61 SUMMER ST,,DANVERS,MA,"61 SUMMER ST DANVERS, MA",7/8/2016,3,3
7344788,7 GRAYSTONE DR,,DANVERS,MA,"7 GRAYSTONE DR DANVERS, MA",6/5/2018,3,3
335343,7 WILLIAMS ST,,DANVERS,MA,"7 WILLIAMS ST DANVERS, MA",7/8/2010,3,3
336184,72 HOLTEN ST,,DANVERS,MA,"72 HOLTEN ST DANVERS, MA",8/11/2010,3,3
336356,72 SYLVAN ST,,DANVERS,MA,"72 SYLVAN ST DANVERS, MA",8/16/2010,3,3
7327544,74 SYLVAN ST,,DANVERS,MA,"74 SYLVAN ST DANVERS, MA",7/14/2016,3,3
7322142,76 NORTH ST,,DANVERS,MA,"76 NORTH ST DANVERS, MA",12/12/2015,3,3
7327689,78 NORTH ST,,DANVERS,MA,"78 NORTH ST DANVERS, MA",7/19/2016,3,3
1024266,8 GRAYSTONE DR,,DANVERS,MA,"8 GRAYSTONE DR DANVERS, MA",9/6/2012,3,3
7349434,8 LAURINE RD,,DANVERS,MA,"8 LAURINE RD DANVERS, MA",12/10/2018,3,3
303521,8 RALPH RD,,DANVERS,MA,"8 RALPH RD DANVERS, MA",8/15/2007,3,3
264152,8 WORTHINGTON AV,,DANVERS,MA,"8 WORTHINGTON AV DANVERS, MA",8/11/2004,3,3
7327688,86 NORTH ST,,DANVERS,MA,"86 NORTH ST DANVERS, MA",7/19/2016,3,3
7323627,86 SYLVAN ST,,DANVERS,MA,"86 SYLVAN ST DANVERS, MA",10/27/2015,3,3
7331208,88 HOLTEN ST,,DANVERS,MA,"88 HOLTEN ST DANVERS, MA",11/15/2016,3,3
7322145,9 WINTHROP ST,,DANVERS,MA,"9 WINTHROP ST DANVERS, MA",12/12/2015,3,3
227415, ADAMS ST,  ,DORCHESTER,MA," ADAMS ST DORCHESTER, MA",2/25/2002,3,3
7345126, ADAMS ST, GALLIVAN BLVD,DORCHESTER,MA," ADAMS ST DORCHESTER, MA",6/26/2018,2,2
7348812, BALLOU AVE, MASCOT ST,DORCHESTER,MA," BALLOU AVE DORCHESTER, MA",11/13/2018,3,3
213752, BERKSHIRE ST, BEAUMONT ST,DORCHESTER,MA," BERKSHIRE ST DORCHESTER, MA",2/26/2001,3,3
282986, BLUE HILL AV, RIVER ST,DORCHESTER,MA," BLUE HILL AV DORCHESTER, MA",12/8/2005,3,3
992422, BLUE HILL AVE, WOODROW AVE,DORCHESTER,MA," BLUE HILL AVE DORCHESTER, MA",8/30/2012,3,3
245523, BOWDOIN ST, CORONA ST,DORCHESTER,MA," BOWDOIN ST DORCHESTER, MA",5/7/2003,3,3
7348421, BROCKTON ST, CUMMINS HWY,DORCHESTER,MA," BROCKTON ST DORCHESTER, MA",10/12/2018,2,2
227438, CENTRE ST, ALTHEA ST,DORCHESTER,MA," CENTRE ST DORCHESTER, MA",2/26/2002,3,3
7338764, CHARLEMONT ST, FRANCONIA ST,DORCHESTER,MA," CHARLEMONT ST DORCHESTER, MA",9/29/2017,3,3
7338765, CHARLEMONT ST, FRANCONIA ST,DORCHESTER,MA," CHARLEMONT ST DORCHESTER, MA",9/29/2017,3,3
7349926, COLUMBIA RD, QUINCY ST,DORCHESTER,MA," COLUMBIA RD DORCHESTER, MA",12/23/2018,2,2
7345702, COTTAGE ST, CHASE ST,DORCHESTER,MA," COTTAGE ST DORCHESTER, MA",7/15/2018,2,2
313901, CUMMINS HWY, FAIRWAY ST,DORCHESTER,MA," CUMMINS HWY DORCHESTER, MA",9/4/2008,3,3
7338687, DACIA ST, INGLESIDE ST,DORCHESTER,MA," DACIA ST DORCHESTER, MA",9/30/2017,2,2
7333375, DIX ST, DORCHESTER AVE,DORCHESTER,MA," DIX ST DORCHESTER, MA",4/18/2017,3,3
226387, DORCHESTER AV, RANGE RD,DORCHESTER,MA," DORCHESTER AV DORCHESTER, MA",1/23/2002,2,2
312493, DORCHESTER AVE, FREEPORT ST,DORCHESTER,MA," DORCHESTER AVE DORCHESTER, MA",7/24/2008,2,2
1349805, DORCHESTER AVE, ASHMONT ST,DORCHESTER,MA," DORCHESTER AVE DORCHESTER, MA",9/7/2013,3,3
7330393, DORCHESTER AVE, CHARLES ST,DORCHESTER,MA," DORCHESTER AVE DORCHESTER, MA",11/18/2016,3,3
339920, EDSON ST, NORFOLK ST,DORCHESTER,MA," EDSON ST DORCHESTER, MA",8/12/2010,3,3
130730, FAIRWAY ST, CUMMINS HWY,DORCHESTER,MA," FAIRWAY ST DORCHESTER, MA",10/23/1998,3,3
7345765, FLORIDA ST, SAINT MARKS RD,DORCHESTER,MA," FLORIDA ST DORCHESTER, MA",7/18/2018,3,3
261536, FOSSDALE RD, BEAUMONT ST,DORCHESTER,MA," FOSSDALE RD DORCHESTER, MA",5/20/2004,3,3
313664, FREEPORT ST, VICTORY RD,DORCHESTER,MA," FREEPORT ST DORCHESTER, MA",8/30/2008,3,3
7346289, GALLIVAN BLVD, MAGDALA ST,DORCHESTER,MA," GALLIVAN BLVD DORCHESTER, MA",7/30/2018,3,3
7349704, GALLIVAN BLVD, HALLET ST,DORCHESTER,MA," GALLIVAN BLVD DORCHESTER, MA",12/11/2018,3,3
7348000, GAYLORD ST, CHAMBERLAIN ST,DORCHESTER,MA," GAYLORD ST DORCHESTER, MA",10/14/2018,2,2
217726, GRAMPIAN WY, SAVIN HILL AV,DORCHESTER,MA," GRAMPIAN WY DORCHESTER, MA",6/14/2001,3,3
321977, GRANITE AVE, HILL TOP ST,DORCHESTER,MA," GRANITE AVE DORCHESTER, MA",2/21/2009,3,3
251493, HARVARD ST, ALGONQUIN ST,DORCHESTER,MA," HARVARD ST DORCHESTER, MA",9/23/2003,3,3
312935, HARVARD ST, FRANKLIN HILL AVE,DORCHESTER,MA," HARVARD ST DORCHESTER, MA",8/4/2008,3,3
130268, ITASCA ST, CUMMINS HWY,DORCHESTER,MA," ITASCA ST DORCHESTER, MA",10/16/1998,3,3
7347366, LONSDALE ST, FLORIDA ST,DORCHESTER,MA," LONSDALE ST DORCHESTER, MA",9/22/2018,3,3
243545, MAGNOLIA ST, BIRD ST,DORCHESTER,MA," MAGNOLIA ST DORCHESTER, MA",3/18/2003,3,3
129688, MALLON RD, MT BOWDOIN TER,DORCHESTER,MA," MALLON RD DORCHESTER, MA",10/6/1998,3,3
212551, MASCOMA ST, LAWRENCE AV,DORCHESTER,MA," MASCOMA ST DORCHESTER, MA",5/4/2000,3,3
311177, MOUNT VERNON ST, MORRISSEY BLVD,DORCHESTER,MA," MOUNT VERNON ST DORCHESTER, MA",6/4/2008,3,3
7336968, MSGR PATRICK J LYDON WAY, FLORIDA ST,DORCHESTER,MA," MSGR PATRICK J LYDON WAY DORCHESTER, MA",8/2/2017,2,2
329729, MUNROE TER, TRAIN ST,DORCHESTER,MA," MUNROE TER DORCHESTER, MA",12/8/2009,2,2
307929, NORFOLK ST, WOODROW AVE,DORCHESTER,MA," NORFOLK ST DORCHESTER, MA",2/1/2008,2,2
7349705, ORMOND ST, HILLSBORO RD,DORCHESTER,MA," ORMOND ST DORCHESTER, MA",12/17/2018,2,2
7341844, PARK ST, WASHINGTON ST,DORCHESTER,MA," PARK ST DORCHESTER, MA",2/13/2018,2,2
7341532, QUINCY ST, BLUE HILL AVE,DORCHESTER,MA," QUINCY ST DORCHESTER, MA",1/26/2018,2,2
217724, SAVIN HILL AV, WEDMORE ST,DORCHESTER,MA," SAVIN HILL AV DORCHESTER, MA",6/12/2001,3,3
219018, TALBOT AV, WHITFIELD ST,DORCHESTER,MA," TALBOT AV DORCHESTER, MA",7/9/2001,3,3
274022, TENEAN ST, SOUTHEAST EXWY,DORCHESTER,MA," TENEAN ST DORCHESTER, MA",4/12/2005,3,3
330792, THORNLEY ST, PLEASANT ST,DORCHESTER,MA," THORNLEY ST DORCHESTER, MA",2/12/2010,3,3
7345169, VICTORY RD, FREEPORT ST,DORCHESTER,MA," VICTORY RD DORCHESTER, MA",6/26/2018,3,3
7345203, VICTORY RD, SOUTHEAST EXPY,DORCHESTER,MA," VICTORY RD DORCHESTER, MA",6/28/2018,2,2
7348808, VICTORY RD, MORRISSEY BLVD,DORCHESTER,MA," VICTORY RD DORCHESTER, MA",11/11/2018,3,3
7341843, VINSON ST, PARK ST,DORCHESTER,MA," VINSON ST DORCHESTER, MA",2/15/2018,2,2
227746, WASHINGTON ST,W TREMLETT ST,DORCHESTER,MA," WASHINGTON ST DORCHESTER, MA",2/26/2002,2,2
239331, WASHINGTON ST, VASSAR ST,DORCHESTER,MA," WASHINGTON ST DORCHESTER, MA",12/9/2002,3,3
257751,1 BALLOU AV,,DORCHESTER,MA,"1 BALLOU AV DORCHESTER, MA",2/27/2004,3,3
3814827,1 CALLENDER ST,,DORCHESTER,MA,"1 CALLENDER ST DORCHESTER, MA",3/20/2015,3,3
7347812,1 EVERETT ST,,DORCHESTER,MA,"1 EVERETT ST DORCHESTER, MA",10/9/2018,3,3
301283,1 KERWIN ST,,DORCHESTER,MA,"1 KERWIN ST DORCHESTER, MA",5/21/2007,3,3
1779891,10 CHARLEMONT ST,,DORCHESTER,MA,"10 CHARLEMONT ST DORCHESTER, MA",9/27/2014,2A,2
225915,10 CROCKETT AV,,DORCHESTER,MA,"10 CROCKETT AV DORCHESTER, MA",1/16/2002,2,2
7343234,10 DANUBE ST,,DORCHESTER,MA,"10 DANUBE ST DORCHESTER, MA",4/23/2018,2,2
7348024,10 OWEN ST,,DORCHESTER,MA,"10 OWEN ST DORCHESTER, MA",10/17/2018,2,2
7334951,10 ROSSETER ST,,DORCHESTER,MA,"10 ROSSETER ST DORCHESTER, MA",4/26/2017,3,3
261322,10 STANTON ST,,DORCHESTER,MA,"10 STANTON ST DORCHESTER, MA",6/7/2004,3,3
3824190,10 SUMNER TER,,DORCHESTER,MA,"10 SUMNER TER DORCHESTER, MA",3/30/2015,3,3
7347111,10 TALBOT AVE,,DORCHESTER,MA,"10 TALBOT AVE DORCHESTER, MA",9/13/2018,2,2
1303557,101 ASHMONT ST,,DORCHESTER,MA,"101 ASHMONT ST DORCHESTER, MA",6/14/2013,2,2
7347852,101 RIVER ST,,DORCHESTER,MA,"101 RIVER ST DORCHESTER, MA",10/10/2018,3,3
7345922,1037 MORTON ST,,DORCHESTER,MA,"1037 MORTON ST DORCHESTER, MA",7/27/2018,2,2
7330963,1041 ADAMS ST,,DORCHESTER,MA,"1041 ADAMS ST DORCHESTER, MA",10/7/2016,3,3
4789582,105 BOWDOIN ST,,DORCHESTER,MA,"105 BOWDOIN ST DORCHESTER, MA",6/29/2015,3,3
7342220,106 MSGR PATRICK J LYDON WAY,,DORCHESTER,MA,"106 MSGR PATRICK J LYDON WAY DORCHESTER, MA",2/23/2018,2,2
6049163,1074 ADAMS ST,,DORCHESTER,MA,"1074 ADAMS ST DORCHESTER, MA",9/14/2015,3,3
4789539,1078 BLUE HILL AVE,,DORCHESTER,MA,"1078 BLUE HILL AVE DORCHESTER, MA",7/8/2015,3,3
7342223,109 ERIE ST,,DORCHESTER,MA,"109 ERIE ST DORCHESTER, MA",2/26/2018,2,2
336338,11 CLERMONT ST,,DORCHESTER,MA,"11 CLERMONT ST DORCHESTER, MA",7/28/2010,3,3
7341987,11 FAVRE ST,,DORCHESTER,MA,"11 FAVRE ST DORCHESTER, MA",2/16/2018,2,2
259387,11 HAMLET ST,,DORCHESTER,MA,"11 HAMLET ST DORCHESTER, MA",4/21/2004,3,3
1712663,11 HOPESTILL ST,,DORCHESTER,MA,"11 HOPESTILL ST DORCHESTER, MA",7/22/2014,2,2
7343145,11 MORSE ST,,DORCHESTER,MA,"11 MORSE ST DORCHESTER, MA",4/17/2018,2,2
325478,11 SAGAMORE ST,,DORCHESTER,MA,"11 SAGAMORE ST DORCHESTER, MA",7/14/2009,3,3
7346282,11 WINDERMERE RD,,DORCHESTER,MA,"11 WINDERMERE RD DORCHESTER, MA",7/28/2018,2,2
300016,110 FLOYD ST,,DORCHESTER,MA,"110 FLOYD ST DORCHESTER, MA",4/26/2007,3,3
7348718,110 HARVARD ST,,DORCHESTER,MA,"110 HARVARD ST DORCHESTER, MA",11/9/2018,2A,2
324289,1104 MASSACHUSETTS AVE,,DORCHESTER,MA,"1104 MASSACHUSETTS AVE DORCHESTER, MA",7/9/2009,3,3
1779952,1108 ADAMS ST,,DORCHESTER,MA,"1108 ADAMS ST DORCHESTER, MA",10/8/2014,3,3
7326091,112 ALABAMA ST,,DORCHESTER,MA,"112 ALABAMA ST DORCHESTER, MA",5/31/2016,3,3
1292574,114 NORFOLK ST,,DORCHESTER,MA,"114 NORFOLK ST DORCHESTER, MA",5/3/2013,3,3
7347859,115 FREEPORT ST,,DORCHESTER,MA,"115 FREEPORT ST DORCHESTER, MA",10/11/2018,3,3
7344467,1150 DORCHESTER AVE,,DORCHESTER,MA,"1150 DORCHESTER AVE DORCHESTER, MA",5/30/2018,2,2
1630960,1152 DORCHESTER AVE,,DORCHESTER,MA,"1152 DORCHESTER AVE DORCHESTER, MA",5/12/2014,3,3
7333438,1154 MORRISSEY BLVD,,DORCHESTER,MA,"1154 MORRISSEY BLVD DORCHESTER, MA",4/19/2017,2,2
7336607,1160 DORCHESTER AVE,,DORCHESTER,MA,"1160 DORCHESTER AVE DORCHESTER, MA",7/20/2017,3,3
1297445,118 MILTON AVE,,DORCHESTER,MA,"118 MILTON AVE DORCHESTER, MA",6/24/2013,3,3
7326764,1187 DORCHESTER AVE,,DORCHESTER,MA,"1187 DORCHESTER AVE DORCHESTER, MA",6/14/2016,3,3
7341332,1190 ADAMS ST,,DORCHESTER,MA,"1190 ADAMS ST DORCHESTER, MA",1/22/2018,2,2
7348970,1191 BLUE HILL AVE,,DORCHESTER,MA,"1191 BLUE HILL AVE DORCHESTER, MA",11/21/2018,2,2
336647,12 COLUMBIA RD,,DORCHESTER,MA,"12 COLUMBIA RD DORCHESTER, MA",7/30/2010,3,3
7349761,12 EDSON ST,,DORCHESTER,MA,"12 EDSON ST DORCHESTER, MA",12/23/2018,1,1
7345563,12 POPES HILL ST,,DORCHESTER,MA,"12 POPES HILL ST DORCHESTER, MA",7/7/2018,3,3
7347387,124 STOUGHTON ST,,DORCHESTER,MA,"124 STOUGHTON ST DORCHESTER, MA",9/22/2018,2,2
1630923,125 ROSSETER ST,,DORCHESTER,MA,"125 ROSSETER ST DORCHESTER, MA",4/14/2014,3,3
252820,1257 BLUE HILL AV,,DORCHESTER,MA,"1257 BLUE HILL AV DORCHESTER, MA",10/2/2003,3,3
262239,127 RIVER ST,,DORCHESTER,MA,"127 RIVER ST DORCHESTER, MA",6/21/2004,2A,2
7336565,1274 DORCHESTER AVE,,DORCHESTER,MA,"1274 DORCHESTER AVE DORCHESTER, MA",7/26/2017,3,3
7336566,1286 DORCHESTER AVE,,DORCHESTER,MA,"1286 DORCHESTER AVE DORCHESTER, MA",7/25/2017,3,3
7335499,1293 BLUE HILL AVE,,DORCHESTER,MA,"1293 BLUE HILL AVE DORCHESTER, MA",6/15/2017,3,3
7349711,1295 BLUE HILL AVE,,DORCHESTER,MA,"1295 BLUE HILL AVE DORCHESTER, MA",12/17/2018,2A,2
7347755,130 HOWARD AVE,,DORCHESTER,MA,"130 HOWARD AVE DORCHESTER, MA",10/9/2018,2,2
257768,130 WELLINGTON HILL ST,,DORCHESTER,MA,"130 WELLINGTON HILL ST DORCHESTER, MA",3/5/2004,2,2
7349708,1300 BLUE HILL AVE,,DORCHESTER,MA,"1300 BLUE HILL AVE DORCHESTER, MA",12/17/2018,2,2
295054,132 BUTTONWOOD ST,,DORCHESTER,MA,"132 BUTTONWOOD ST DORCHESTER, MA",10/23/2006,2,2
7347834,1326 BLUE HILL AVE,,DORCHESTER,MA,"1326 BLUE HILL AVE DORCHESTER, MA",10/7/2018,2,2
1058515,1326 DORCHESTER AVE,,DORCHESTER,MA,"1326 DORCHESTER AVE DORCHESTER, MA",7/23/2012,3,3
7344473,133 SYDNEY ST,,DORCHESTER,MA,"133 SYDNEY ST DORCHESTER, MA",5/30/2018,2,2
7336685,1334 DORCHESTER AVE,,DORCHESTER,MA,"1334 DORCHESTER AVE DORCHESTER, MA",7/27/2017,3,3
7336686,1350 DORCHESTER AVE,,DORCHESTER,MA,"1350 DORCHESTER AVE DORCHESTER, MA",7/27/2017,3,3
7347858,136 TRAIN ST,,DORCHESTER,MA,"136 TRAIN ST DORCHESTER, MA",10/11/2018,3,3
1517743,137 MILTON AVE,,DORCHESTER,MA,"137 MILTON AVE DORCHESTER, MA",11/8/2013,3,3
301285,1379 BLUE HILL AVE,,DORCHESTER,MA,"1379 BLUE HILL AVE DORCHESTER, MA",5/17/2007,3,3
261240,137A LUCERNE ST,,DORCHESTER,MA,"137A LUCERNE ST DORCHESTER, MA",6/3/2004,3,3
7331296,139 FAIRMOUNT ST,,DORCHESTER,MA,"139 FAIRMOUNT ST DORCHESTER, MA",12/17/2016,3,3
7333008,14 BALLOU AVE,,DORCHESTER,MA,"14 BALLOU AVE DORCHESTER, MA",4/5/2017,3,3
300961,14 FOTTLER RD,,DORCHESTER,MA,"14 FOTTLER RD DORCHESTER, MA",5/8/2007,3,3
7345041,14 GALLIVAN BLVD,,DORCHESTER,MA,"14 GALLIVAN BLVD DORCHESTER, MA",6/21/2018,2A,2
333952,14 MALLON RD,,DORCHESTER,MA,"14 MALLON RD DORCHESTER, MA",5/27/2010,3,3
